Product,EMA,FDA,EN,Other,WHO,Year,Generic,DrugBank ID,ATC,ChEMBL,Indications,Targets,Last Update,SMILES,MolWeight,LogP,NumHDonors,NumHAcceptors,SMILES_cleaned,MetaText
Buserelin,N,N,Y,,N,2017.0,N,DB06719,L02AE01,CHEMBL2110824,Stage D2 Prostatic carcinoma,GNRHR; IGFBP1,2024-02-07,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,1239.4470000000006,-1.669100000000012,15,15,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,<INDICATION=Stage D2 Prostatic carcinoma> <TARGET=GNRHR; IGFBP1>
Busulfan,Y,Y,N,,N,1954.0,Y,DB01008,L01AB01,CHEMBL820,Essential Thrombocythemia (ET); Polycythemia Vera (PV); Chronic Chronic myelogenous leukemia,GSTA1; ADK; ABL1; CYP2C19; ABCC3; MTHFR; THPO; ITGAL; BCR; CYP1A2; GALC; GSTM1; CYP2B6; G6PD; CYP2D6; CYP3A4; GSTP1; CYP2C9; SHBG,2024-07-25,CS(=O)(=O)OCCCCOS(=O)(=O)C,246.306,-0.2809999999999997,0,6,CS(=O)(=O)OCCCCOS(C)(=O)=O,<INDICATION=Essential Thrombocythemia (ET); Polycythemia Vera (PV); Chronic Chronic myelogenous leukemia> <TARGET=GSTA1; ADK; ABL1; CYP2C19; ABCC3; MTHFR; THPO; ITGAL; BCR; CYP1A2; GALC; GSTM1; CYP2B6; G6PD; CYP2D6; CYP3A4; GSTP1; CYP2C9; SHBG>
Cabazitaxel,Y,Y,N,,N,2010.0,N,DB06772,L01CD04,CHEMBL1201748,"Refractory, metastatic hormone-refractory Prostate cancer",TUBA1A; TUBA1C; TUBB2B; TUBB2A; TUBB6; TUBB4B; TUBB; TUBB1; ABCB1; IGF2; TUBA1B; GCF1; TUBB3; TUBB4A; TUBA3E; TUBA4A; TUBB8; CYP3A4; TUB; CYP2C8; TUBA3C; CYP3A5,2024-07-24,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,835.9440000000003,4.5678000000000045,3,14,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,"<INDICATION=Refractory, metastatic hormone-refractory Prostate cancer> <TARGET=TUBA1A; TUBA1C; TUBB2B; TUBB2A; TUBB6; TUBB4B; TUBB; TUBB1; ABCB1; IGF2; TUBA1B; GCF1; TUBB3; TUBB4A; TUBA3E; TUBA4A; TUBB8; CYP3A4; TUB; CYP2C8; TUBA3C; CYP3A5>"
Cabozantinib,Y,Y,N,,N,2012.0,N,DB08875,L01EX07,CHEMBL2105717,"Advanced Renal Cell Carcinoma; Hepatocellular Carcinoma; Metastatic Clear Cell Renal Cell Carcinoma; Progressive, metastatic Medullary thyroid cancer",MET; ROS1; KDR; NRAS; CTNNB1; PTK2B; PBRM1; CFLAR; HGF; KIT; PIK3CA; TP53; HRAS; FLT3; DRD4; DRD2; ABL1; YES1; VHL; GNA11; TEK; RET,2024-07-24,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,501.51400000000024,5.5408000000000035,2,6,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,"<INDICATION=Advanced Renal Cell Carcinoma; Hepatocellular Carcinoma; Metastatic Clear Cell Renal Cell Carcinoma; Progressive, metastatic Medullary thyroid cancer> <TARGET=MET; ROS1; KDR; NRAS; CTNNB1; PTK2B; PBRM1; CFLAR; HGF; KIT; PIK3CA; TP53; HRAS; FLT3; DRD4; DRD2; ABL1; YES1; VHL; GNA11; TEK; RET>"
Capecitabine,Y,Y,N,,Y,1998.0,Y,DB01101,L01BC06,CHEMBL1773,"Duke's C Colon cancer; Esophageal Cancers; Hepatobiliary Cancers; Malignant Neoplasm of Stomach; Metastatic Breast Cancer; Metastatic Colorectal Carcinoma; Pancreatic Cancer Metastatic; Refractory Fallopian Tube Carcinoma; Metastatic pancreatic endocrine carcinoma; Refractory Ovarian cancer; Refractory peritoneal cancer; Refractory, metastatic Colorectal carcinoma",MSH2; REV3L; BRAF; SLC22A7; CYP1A1; UPB1; DPYD; PHC1; CD274; GCGR; CCDC77; VPS13D; AREG; TENM4; TMEM131L; CES1P1; ABCG2; TYMS; SLC19A1; CES1; ADGRG7; ZMIZ1; ATM; ANK3; ERBB2; CDX2; PTGS2; TP53; NCOA7; TYMSOS; CCDC70; SPRY2; UGT1A1; CD96; CYP19A1; SELE; LMNTD1; MGAT4A; MIR2054; FAT1; PTEN; MAN1A1; SIRPA; SSU72; DLG5; EXO1; MSH6; MLH1; PPARD; NSUN3; PIK3CA; KRAS; PMS2; SMAD7,2024-07-25,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,359.35400000000004,0.7602,3,8,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,"<INDICATION=Duke's C Colon cancer; Esophageal Cancers; Hepatobiliary Cancers; Malignant Neoplasm of Stomach; Metastatic Breast Cancer; Metastatic Colorectal Carcinoma; Pancreatic Cancer Metastatic; Refractory Fallopian Tube Carcinoma; Metastatic pancreatic endocrine carcinoma; Refractory Ovarian cancer; Refractory peritoneal cancer; Refractory, metastatic Colorectal carcinoma> <TARGET=MSH2; REV3L; BRAF; SLC22A7; CYP1A1; UPB1; DPYD; PHC1; CD274; GCGR; CCDC77; VPS13D; AREG; TENM4; TMEM131L; CES1P1; ABCG2; TYMS; SLC19A1; CES1; ADGRG7; ZMIZ1; ATM; ANK3; ERBB2; CDX2; PTGS2; TP53; NCOA7; TYMSOS; CCDC70; SPRY2; UGT1A1; CD96; CYP19A1; SELE; LMNTD1; MGAT4A; MIR2054; FAT1; PTEN; MAN1A1; SIRPA; SSU72; DLG5; EXO1; MSH6; MLH1; PPARD; NSUN3; PIK3CA; KRAS; PMS2; SMAD7>"
Capivasertib,Y,Y,N,,N,2023.0,N,DB12218,L01EX27,CHEMBL2325741,"Hormone Receptor-positive, HER2-negative, Locally Advanced or Metastatic Breast Cancer",CSTF3; FKBP2; AKT3; AKT2; TP53; ESR1; STK11; PTEN; ERBB2; ESR2; MTOR; CSTP1; PIK3CA; AKT1,2024-07-24,C1CN(CCC1(C(=O)NC(CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,428.924,2.1488999999999994,4,6,NC1(C(=O)NC(CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,"<INDICATION=Hormone Receptor-positive, HER2-negative, Locally Advanced or Metastatic Breast Cancer> <TARGET=CSTF3; FKBP2; AKT3; AKT2; TP53; ESR1; STK11; PTEN; ERBB2; ESR2; MTOR; CSTP1; PIK3CA; AKT1>"
Capmatinib,Y,Y,N,,N,2020.0,N,DB11791,L01EX17,CHEMBL3188267,Metastatic Non-Small Cell Lung Cancer,DRD4; MET; PTEN,2024-07-24,CNC(=O)C1=C(C=C(C=C1)C2=NN3C(=CN=C3N=C2)CC4=CC5=C(C=C4)N=CC=C5)F,412.4280000000001,3.429000000000002,1,6,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,<INDICATION=Metastatic Non-Small Cell Lung Cancer> <TARGET=DRD4; MET; PTEN>
Carboplatin,N,Y,Y,,Y,1989.0,Y,DB00958,L01XA02,CHEMBL1351,Advanced Cervical Cancer; Advanced Endometrial Cancer; Advanced Esophageal Cancers; Advanced Head and Neck Cancer; Advanced Melanoma; Advanced Non Small Cell Lung Cancer; Advanced Ovarian Carcinoma; Advanced Sarcoma; Metastatic Breast Cancer; Neuroendocrine Carcinoma of the Skin; Pleural mesothelioma malignant; Refractory Hodgkin Lymphoma; Retinoblastoma; Advanced Bladder cancer; Advanced Small cell lung cancer; Advanced Testicular cancer; Advanced Thymoma; Advanced thymic carcinoma; Refractory Non-Hodgkin's lymphoma,MUCL3; BIRC5; SCN10A; XRCC1; EGFR; TNF; ADAMTSL4-AS1; ERCC1; BCL2; GCLC; DDX53; PIK3CA; DOCK8; MTHFR; MSH2; MSH6; CD274; RAF1; KRAS; BRCA2; NRG3; HCP5; SLCO1B3; OR4D6; SLC31A1; NR1I2; ERCC2; GSR; ETS2; FGFR1; MLH1; CYP3A5; C6orf15; ATP7A; DSCAM; PPP1R18; ERBB3; TP53; VEGFA; PRRC2A; TRIM5; HLA-C; ATAT1; BRCA1; ALK; EIF4E2; TP73; UGT1A1; PSORS1C1; GSTT1; ATP7B; TIGD1; NF2; GSTP1; POLK; NRAS; MAD1L1; MAP3K1; MSH5; ROS1; MAPT; RNF8; KAT2A; RRM1; PTEN; XYLT2; KEAP1; GPX5; CDSN; HSD17B10; FNTB; NRG1; ALDH1A1; ACSS2; VDR; SLC19A1; ALDH3A1; CDK2; ASS1; SERPINA5; APEX1; CDKN1A; USP1; LIG3; PMS2; ERBB2; SERPINC1; ABCB1,2024-07-24,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2],371.25,1.7575999999999996,2,2,O=C(O)C1(C(=O)O)CCC1.[NH2-].[NH2-].[Pt+2],<INDICATION=Advanced Cervical Cancer; Advanced Endometrial Cancer; Advanced Esophageal Cancers; Advanced Head and Neck Cancer; Advanced Melanoma; Advanced Non Small Cell Lung Cancer; Advanced Ovarian Carcinoma; Advanced Sarcoma; Metastatic Breast Cancer; Neuroendocrine Carcinoma of the Skin; Pleural mesothelioma malignant; Refractory Hodgkin Lymphoma; Retinoblastoma; Advanced Bladder cancer; Advanced Small cell lung cancer; Advanced Testicular cancer; Advanced Thymoma; Advanced thymic carcinoma; Refractory Non-Hodgkin's lymphoma> <TARGET=MUCL3; BIRC5; SCN10A; XRCC1; EGFR; TNF; ADAMTSL4-AS1; ERCC1; BCL2; GCLC; DDX53; PIK3CA; DOCK8; MTHFR; MSH2; MSH6; CD274; RAF1; KRAS; BRCA2; NRG3; HCP5; SLCO1B3; OR4D6; SLC31A1; NR1I2; ERCC2; GSR; ETS2; FGFR1; MLH1; CYP3A5; C6orf15; ATP7A; DSCAM; PPP1R18; ERBB3; TP53; VEGFA; PRRC2A; TRIM5; HLA-C; ATAT1; BRCA1; ALK; EIF4E2; TP73; UGT1A1; PSORS1C1; GSTT1; ATP7B; TIGD1; NF2; GSTP1; POLK; NRAS; MAD1L1; MAP3K1; MSH5; ROS1; MAPT; RNF8; KAT2A; RRM1; PTEN; XYLT2; KEAP1; GPX5; CDSN; HSD17B10; FNTB; NRG1; ALDH1A1; ACSS2; VDR; SLC19A1; ALDH3A1; CDK2; ASS1; SERPINA5; APEX1; CDKN1A; USP1; LIG3; PMS2; ERBB2; SERPINC1; ABCB1>
Carfilzomib,Y,Y,N,,N,2009.0,N,DB08889,L01XG02,CHEMBL451887,Refractory Multiple Myeloma; Waldenstrom's Macroglobulinemia (WM),PSMD1; PSMB6; PSMD11; PSMA3; PSMD4P1; PSMA6; PSMC1; PSMB2; ADRM1; PSMD4; PSMD8; PSMB7; PSMB5; PSMA8; PSMD13; PSME2; PSMC2; PSMB8; PSMB1; PSMB10; FRA6F; PSMA1; PSMC4; PSMA2; PSMD12; PSMA4; SEM1; PSMC3IP; NFE2L2; PSMD2; VEGFA; PSME3; PSMA5; PSMD3; PSMC5; PSMB11; PSMA7; PSMC3; PIPSL; PSME2P2; PSMB9; PSMB4; PSMD9; PSME4; PRB2; AR; PSMF1; PSMD6; PSMC1P1; PSMD10P3; PSMD10P1; KDR; PSMD10; PSME1; PSMD10P2; PSMC6; PSMB3; PSMD14; PSMD7; PSMD5,2024-07-24,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,719.924,2.5835000000000052,4,8,CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)C1(C)CO1,<INDICATION=Refractory Multiple Myeloma; Waldenstrom's Macroglobulinemia (WM)> <TARGET=PSMD1; PSMB6; PSMD11; PSMA3; PSMD4P1; PSMA6; PSMC1; PSMB2; ADRM1; PSMD4; PSMD8; PSMB7; PSMB5; PSMA8; PSMD13; PSME2; PSMC2; PSMB8; PSMB1; PSMB10; FRA6F; PSMA1; PSMC4; PSMA2; PSMD12; PSMA4; SEM1; PSMC3IP; NFE2L2; PSMD2; VEGFA; PSME3; PSMA5; PSMD3; PSMC5; PSMB11; PSMA7; PSMC3; PIPSL; PSME2P2; PSMB9; PSMB4; PSMD9; PSME4; PRB2; AR; PSMF1; PSMD6; PSMC1P1; PSMD10P3; PSMD10P1; KDR; PSMD10; PSME1; PSMD10P2; PSMC6; PSMB3; PSMD14; PSMD7; PSMD5>
Carmofur,N,N,N,Japan,N,,,DB09010,L01BC04,CHEMBL460499,,CYP3A4,2024-02-07,CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F,257.265,0.8136999999999999,2,4,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,<INDICATION=nan> <TARGET=CYP3A4>
Carmustine,Y,Y,N,,N,1977.0,Y,DB00262,L01AD01,CHEMBL513,Astrocytomas; Brain Stem Gliomas; Ependymomas; Glioblastomas; Medulloblastomas; Mycosis Fungoides (MF); Recurrent Glioblastoma Multiforme; Refractory Hodgkin Lymphoma; Refractory Multiple Myeloma; Tumors Metastatic to Brain; High grade newly diagnosed Glioma; Refractory Non-Hodgkin's lymphoma,MGMT; ALDH1A1; GSR; CYP2C19; CYP2D6; CYP2C9; PLAU; CYP1A2; G6PD; E2F1; CYP3A4,2024-07-25,C(CCl)NC(=O)N(CCCl)N=O,214.05199999999996,1.157,1,3,O=NN(CCCl)C(=O)NCCCl,<INDICATION=Astrocytomas; Brain Stem Gliomas; Ependymomas; Glioblastomas; Medulloblastomas; Mycosis Fungoides (MF); Recurrent Glioblastoma Multiforme; Refractory Hodgkin Lymphoma; Refractory Multiple Myeloma; Tumors Metastatic to Brain; High grade newly diagnosed Glioma; Refractory Non-Hodgkin's lymphoma> <TARGET=MGMT; ALDH1A1; GSR; CYP2C19; CYP2D6; CYP2C9; PLAU; CYP1A2; G6PD; E2F1; CYP3A4>
Ceritinib,Y,Y,N,,N,2014.0,N,DB09063,L01ED02,CHEMBL2403108,"Refractory, locally advanced Non-small cell lung cancer; Refractory, metastatic Non small cell lung cancer",ABCB1; ROS1; DPEP1; ALK; NRAS; DPYS; TSSK1B; FGF12; NPM1; KEAP1; TP53; IGF1R; DPH1; MAP2K1; CYP3A4; HBEGF; EML4; INSR,2024-07-24,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,558.1480000000001,6.361920000000006,3,8,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,"<INDICATION=Refractory, locally advanced Non-small cell lung cancer; Refractory, metastatic Non small cell lung cancer> <TARGET=ABCB1; ROS1; DPEP1; ALK; NRAS; DPYS; TSSK1B; FGF12; NPM1; KEAP1; TP53; IGF1R; DPH1; MAP2K1; CYP3A4; HBEGF; EML4; INSR>"
Chlorambucil,N,Y,Y,,Y,1957.0,N,DB00291,L01AA02,CHEMBL515,Chronic Lymphocytic Leukaemia (CLL); Hodgkins Disease (HD); Non-Hodgkin's Lymphoma (NHL); Waldenstrom's Macroglobulinemia (WM); Giant follicular lymphoma,ERBB2; GSTM1; TP53; RORC; FANCC; MGMT; GFER; BAZ2B; NFKB1; CXCL12,2024-07-24,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,304.217,3.3779000000000012,1,2,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,<INDICATION=Chronic Lymphocytic Leukaemia (CLL); Hodgkins Disease (HD); Non-Hodgkin's Lymphoma (NHL); Waldenstrom's Macroglobulinemia (WM); Giant follicular lymphoma> <TARGET=ERBB2; GSTM1; TP53; RORC; FANCC; MGMT; GFER; BAZ2B; NFKB1; CXCL12>
Cisplatin,N,Y,Y,,Y,1978.0,Y,DB00515,L01XA01,CHEMBL2068237,"Advanced Pancreatic Cancer; Breast Cancer; Cervical Cancers; Esophageal Cancers; Head and Neck Carcinoma; Hepatobiliary Cancers; Hepatoblastomas; Malignant Neoplasm of Stomach; Medulloblastomas; Metastatic Melanoma; Multiple Myeloma (MM); Neuroblastomas; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer Metastatic; Pleural Mesotheliomas; Primary Central Nervous System Lymphoma (PCNSL); Recurrent Endometrial Cancer; Refractory Hodgkin Lymphoma; Sarcoma, Osteogenic; Small Cell Lung Cancer (SCLC); Thymic Cancer; Advanced Bladder cancer; Metastatic Anal cancer; Metastatic Endometrial cancer; Metastatic Penile cancer; Metastatic Testicular cancer; Refractory Non-Hodgkin's lymphoma",CSNK2A3; HEXB; ATM; MLLT3; PPP1R13L; PIK3CA; ERCC4; PLAU; DCBLD1; HMGB1; TPMT; TP53; ERCC1; SYNE3; MECP2; FXN; FGFR1; BAX; ATR; ANPEP; CLCN6; BRCA1; CBX1; BCL2; FANCC; GRP; ERCC6; DFFB; GALNT14; IL6; PRL; GPX5; HPGD; GNAS; TGM2; DDIT3; MGMT; ESR1; MDH2; FASLG; NFE2L2; MPHOSPH8; KDM4E; XIAP; MUTYH; CASP3; CGA; XRCC1; RGS4; TERC; ABCC1; G6PD; CDC25C; GADD45A; ERCC2; FAS; TOP1; KRAS; GSTP1; GSTT1; ATRX; GABPA; GCLM; GCLC; ABCC4; SLC19A1; TYMS; HSD17B10; CYBA; ASS1; LIF; AURKA; ALDH1A1; MTHFD1; FANCA; POLR1G; CD44; MAPT; ALK; ATP7B; EGFR; RB1; SLC22A1; H2AC25; NRAS; APEX1; RECQL; GSTM4; NF2; PPARD; TMEM43; STAT1; OSGEP; GALNT18; DNMT1; BIRC7; MT1H; NR1I2; MAP3K1; RARS1; NHLH1; BRCA2; MDM2; MIR21; EHMT2; IDH1; XRCC3; TP73; SMARCA4; MYCN; CCND1; UBE2I; RAF1; ADH1C; ALOX15; DRAM1; AQP9; HSPA8; ACTL6A; IFNG; E2F1; SEMA6A; KRT20; CDH17; HTR4; MT1F; WFS1; BIRC5; NRG1; RRM1; CHEK1; ABCC5; HSPA4; MSH2; ACSS2; BLMH; CDK12; KAT2A; XRCC5; PTEN; CXCR4; NTRK2; FGFR3; MYC; CD274,2024-07-25,N.N.Cl[Pt]Cl,300.04600000000005,1.7004999999999997,2,2,Cl[Pt]Cl.N.N,"<INDICATION=Advanced Pancreatic Cancer; Breast Cancer; Cervical Cancers; Esophageal Cancers; Head and Neck Carcinoma; Hepatobiliary Cancers; Hepatoblastomas; Malignant Neoplasm of Stomach; Medulloblastomas; Metastatic Melanoma; Multiple Myeloma (MM); Neuroblastomas; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer Metastatic; Pleural Mesotheliomas; Primary Central Nervous System Lymphoma (PCNSL); Recurrent Endometrial Cancer; Refractory Hodgkin Lymphoma; Sarcoma, Osteogenic; Small Cell Lung Cancer (SCLC); Thymic Cancer; Advanced Bladder cancer; Metastatic Anal cancer; Metastatic Endometrial cancer; Metastatic Penile cancer; Metastatic Testicular cancer; Refractory Non-Hodgkin's lymphoma> <TARGET=CSNK2A3; HEXB; ATM; MLLT3; PPP1R13L; PIK3CA; ERCC4; PLAU; DCBLD1; HMGB1; TPMT; TP53; ERCC1; SYNE3; MECP2; FXN; FGFR1; BAX; ATR; ANPEP; CLCN6; BRCA1; CBX1; BCL2; FANCC; GRP; ERCC6; DFFB; GALNT14; IL6; PRL; GPX5; HPGD; GNAS; TGM2; DDIT3; MGMT; ESR1; MDH2; FASLG; NFE2L2; MPHOSPH8; KDM4E; XIAP; MUTYH; CASP3; CGA; XRCC1; RGS4; TERC; ABCC1; G6PD; CDC25C; GADD45A; ERCC2; FAS; TOP1; KRAS; GSTP1; GSTT1; ATRX; GABPA; GCLM; GCLC; ABCC4; SLC19A1; TYMS; HSD17B10; CYBA; ASS1; LIF; AURKA; ALDH1A1; MTHFD1; FANCA; POLR1G; CD44; MAPT; ALK; ATP7B; EGFR; RB1; SLC22A1; H2AC25; NRAS; APEX1; RECQL; GSTM4; NF2; PPARD; TMEM43; STAT1; OSGEP; GALNT18; DNMT1; BIRC7; MT1H; NR1I2; MAP3K1; RARS1; NHLH1; BRCA2; MDM2; MIR21; EHMT2; IDH1; XRCC3; TP73; SMARCA4; MYCN; CCND1; UBE2I; RAF1; ADH1C; ALOX15; DRAM1; AQP9; HSPA8; ACTL6A; IFNG; E2F1; SEMA6A; KRT20; CDH17; HTR4; MT1F; WFS1; BIRC5; NRG1; RRM1; CHEK1; ABCC5; HSPA4; MSH2; ACSS2; BLMH; CDK12; KAT2A; XRCC5; PTEN; CXCR4; NTRK2; FGFR3; MYC; CD274>"
Cladribine,Y,Y,N,,N,1993.0,Y,DB00242,L04AA40; L01BB04,CHEMBL1619,Chronic Lymphocytic Leukaemia (CLL); Cutaneous T-Cell Lymphoma (CTCL); Hairy Cell Leukemia (HCL); Non-Hodgkin's Lymphoma (NHL),DCK; TP53; XIAP; RRM2B; TGFB1; BCL2L2; RRM1; RRM2; CDKN1A; DIABLO; ADA; YES1; IL2RA; NT5C1A; NFE2L2,2024-07-24,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,285.691,-0.2974000000000001,3,8,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,<INDICATION=Chronic Lymphocytic Leukaemia (CLL); Cutaneous T-Cell Lymphoma (CTCL); Hairy Cell Leukemia (HCL); Non-Hodgkin's Lymphoma (NHL)> <TARGET=DCK; TP53; XIAP; RRM2B; TGFB1; BCL2L2; RRM1; RRM2; CDKN1A; DIABLO; ADA; YES1; IL2RA; NT5C1A; NFE2L2>
Clofarabine,Y,Y,N,,N,2004.0,Y,DB00631,L01BB06,CHEMBL1750,Acute Lymphoblastic Leukaemia Recurrent; Refractory Acute Lymphoblastic Leukemia; Refractory Acute Myelogenous Leukemia (AML); Refractory Langerhans cell histiocytosis,RRM2; AR; POLA1; POLD2; POLA2; FLT3; POLE2; PRIM1; NIPSNAP2; POLD1; APBB1; GBA1LP; RRM2B; POLD3; POLE3; POLE; PRIM2; POLD4; RRM1,2024-07-24,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N,303.68100000000004,-0.3494000000000003,3,8,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,<INDICATION=Acute Lymphoblastic Leukaemia Recurrent; Refractory Acute Lymphoblastic Leukemia; Refractory Acute Myelogenous Leukemia (AML); Refractory Langerhans cell histiocytosis> <TARGET=RRM2; AR; POLA1; POLD2; POLA2; FLT3; POLE2; PRIM1; NIPSNAP2; POLD1; APBB1; GBA1LP; RRM2B; POLD3; POLE3; POLE; PRIM2; POLD4; RRM1>
Cobimetinib,Y,Y,N,,N,2015.0,N,DB05239,L01EE02,CHEMBL2146883,Metastatic Melanoma; Unresectable Melanoma,BRAF; NRAS; MAP2K2; NR2F6; KRAS; CDKN2A; PIK3CA; MAP2K7; CBL; MAP2K5; MAP2K6; MAP2K4; ERCC2; MAP2K1; NF1; RAF1; MAP2K3; ARAF,2024-07-24,C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,531.3160000000001,3.7811000000000026,3,4,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)(C2CCCCN2)C1,<INDICATION=Metastatic Melanoma; Unresectable Melanoma> <TARGET=BRAF; NRAS; MAP2K2; NR2F6; KRAS; CDKN2A; PIK3CA; MAP2K7; CBL; MAP2K5; MAP2K6; MAP2K4; ERCC2; MAP2K1; NF1; RAF1; MAP2K3; ARAF>
Copanlisib,N,Y,N,,N,2017.0,N,DB12483,L01EM02,CHEMBL3218576,Relapsed Follicular Lymphoma,PIK3R2; NRAS; PIK3CG; PIK3R4; PIK3R5; PIK3CD; PIK3CB; PIK3CA; PIK3R3; F7; KIT; PIK3C3; PIK3R6; F7R; PIK3C2A; PTEN; PIK3C2G; AURKB; ETFB; F5; PIK3R1; PIK3C2B,2024-07-24,COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5,480.5290000000004,0.6848000000000003,2,11,COc1c(OCCCN2CCOCC2)ccc2c3n(c(=NC(=O)c4cnc(N)nc4)nc12)CCN3,<INDICATION=Relapsed Follicular Lymphoma> <TARGET=PIK3R2; NRAS; PIK3CG; PIK3R4; PIK3R5; PIK3CD; PIK3CB; PIK3CA; PIK3R3; F7; KIT; PIK3C3; PIK3R6; F7R; PIK3C2A; PTEN; PIK3C2G; AURKB; ETFB; F5; PIK3R1; PIK3C2B>
Crizotinib,Y,Y,N,,N,2011.0,N,DB08865,L01ED01,CHEMBL601719,Metastatic Non-Small Cell Lung Cancer,ROS1; EML4; DRD4; ALK; NPM1; BRAF; MET; ABCB1; KIT; HBEGF; TP53; ERBB2; PIK3CA; JAK2; NTRK1; PTPN12; ABL1; IGF1R; KEAP1; NTRK2; MDM2; KRAS; NTRK3; AREG; HRAS; EGFR,2024-07-24,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,450.3450000000002,5.037700000000004,2,6,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,<INDICATION=Metastatic Non-Small Cell Lung Cancer> <TARGET=ROS1; EML4; DRD4; ALK; NPM1; BRAF; MET; ABCB1; KIT; HBEGF; TP53; ERBB2; PIK3CA; JAK2; NTRK1; PTPN12; ABL1; IGF1R; KEAP1; NTRK2; MDM2; KRAS; NTRK3; AREG; HRAS; EGFR>
